Abbey 9.29.21,Myers FFRR 9.29.21,FFRR,Chow,9.29.21,,,,,,,
,TSE PhenoMaster V7.7.9 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,176,29.9,M,G+FFRR, ,,,,,,
2,177,23.9,M,++FFR, ,,,,,,
3,178,33.5,M,G+FFRR, ,,,,,,
4,179,30.7,M,G+FFRR, ,,,,,,
5,180,19.5,F,++FFR, ,,,,,,
6,181,26.1,F,G+FFRR, ,,,,,,
7,401,29.4,M,G+FFR, ,,,,,,
8,402,29.2,M,G+FFR, ,,,,,,
9,403,30.3,M,G+FFR, ,,,,,,
10,404,20.7,M,++FFR, ,,,,,,
11,405,23.9,M,G+FFR br, ,,,,,,
12,697,22.9,M,++FFR, ,,,,,,
13,698,24.1,M,++FFR, ,,,,,,
14,699,27.7,M,G+FFRR, ,,,,,,
15,700,20.1,M,++FFR, ,,,,,,
16,701,26.6,F,G+FFRR, ,,,,,,
17,702,18.5,F,G+FFRR, ,,,,,,
18,705,17.5,F,++FFR, ,,,,,,
19,706,15.8,F,++FFR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
10/2/2021 17:49,698,13,87,86,0.996,0.438,598,301,76,15.68,14.45
10/2/2021 18:04,698,13,82,80,0.982,0.41,1019,471,189,15.98,14.8
10/2/2021 18:19,698,13,97,101,1.04,0.492,1497,828,215,16.09,14.88
10/2/2021 18:34,698,13,82,84,1.026,0.418,128,69,27,16.09,14.91
10/2/2021 18:49,698,13,70,67,0.957,0.348,0,0,0,16.09,14.91
10/2/2021 19:04,698,13,59,57,0.971,0.293,0,0,0,16.1,14.91
10/2/2021 19:19,698,13,61,59,0.971,0.305,99,63,13,16.1,14.91
10/2/2021 19:34,698,13,80,79,0.986,0.401,1148,482,217,16.37,15.15
10/2/2021 19:49,698,13,82,83,1.02,0.414,1292,631,240,16.47,15.38
10/2/2021 20:04,698,13,74,74,1,0.376,280,0,0,16.48,15.38
10/2/2021 20:19,698,13,74,72,0.97,0.37,597,241,28,16.65,15.46
10/2/2021 20:34,698,13,70,70,0.99,0.354,283,160,43,16.66,15.56
10/2/2021 20:49,698,13,73,74,1.01,0.369,331,107,79,16.78,15.63
10/2/2021 21:04,698,13,70,69,0.99,0.352,114,43,2,16.78,15.63
10/2/2021 21:19,698,13,82,81,0.998,0.412,1643,711,403,17.1,16.06
10/2/2021 21:34,698,13,89,89,1.003,0.447,1594,529,523,17.32,16.06
10/2/2021 21:49,698,13,82,82,1,0.416,188,89,34,17.42,16.13
10/2/2021 22:04,698,13,69,68,0.985,0.35,0,0,0,17.43,16.13
10/2/2021 22:19,698,13,66,64,0.968,0.329,185,87,15,17.43,16.23
10/2/2021 22:34,698,13,72,74,1.033,0.364,1277,564,236,17.78,16.41
10/2/2021 22:49,698,13,82,81,0.994,0.412,560,260,121,17.95,16.59
10/2/2021 23:04,698,13,76,75,0.991,0.382,0,0,0,17.95,16.59
10/2/2021 23:19,698,13,70,67,0.957,0.35,54,41,1,17.95,16.59
10/2/2021 23:34,698,13,72,74,1.026,0.366,761,290,181,18.06,16.74
10/2/2021 23:49,698,13,80,81,1.007,0.405,1311,432,417,18.26,16.98
10/3/2021 0:04,698,13,85,86,1.005,0.43,883,292,204,18.35,16.98
10/3/2021 0:19,698,13,81,82,1.009,0.411,763,221,214,18.5,17.1
10/3/2021 0:34,698,13,80,78,0.986,0.4,815,272,229,18.51,17.12
10/3/2021 0:49,698,13,82,82,0.997,0.416,711,281,137,18.51,17.12
10/3/2021 1:04,698,13,76,76,0.995,0.385,5,1,0,18.51,17.12
10/3/2021 1:19,698,13,72,69,0.957,0.36,0,0,0,18.51,17.12
10/3/2021 1:34,698,13,62,60,0.966,0.31,2,1,0,18.51,17.12
10/3/2021 1:49,698,13,53,52,0.963,0.268,0,0,0,18.51,17.12
10/3/2021 2:04,698,13,62,60,0.958,0.312,26,12,4,18.51,17.12
10/3/2021 2:19,698,13,71,68,0.96,0.354,1034,445,206,18.77,17.34
10/3/2021 2:34,698,13,77,76,0.979,0.388,912,397,169,19.01,17.44
10/3/2021 2:49,698,13,76,72,0.947,0.377,932,469,116,19.02,17.44
10/3/2021 3:04,698,13,70,65,0.926,0.35,0,0,0,19.02,17.44
10/3/2021 3:19,698,13,63,58,0.927,0.312,0,0,0,19.02,17.44
10/3/2021 3:34,698,13,52,47,0.905,0.255,152,79,25,19.02,17.46
10/3/2021 3:49,698,13,72,66,0.917,0.357,384,102,70,19.22,17.67
10/3/2021 4:04,698,13,73,68,0.944,0.362,356,179,36,19.28,17.67
10/3/2021 4:19,698,13,68,64,0.933,0.341,101,37,10,19.37,17.86
10/3/2021 4:34,698,13,93,61,0.658,0.432,0,0,0,19.37,17.86
10/3/2021 4:49,698,13,74,66,0.9,0.363,175,74,27,19.67,18.08
10/3/2021 5:04,698,13,66,63,0.95,0.329,411,162,90,19.79,18.08
10/3/2021 5:19,698,13,62,58,0.939,0.308,0,0,0,19.79,18.08
10/3/2021 5:34,698,13,56,51,0.912,0.275,0,0,0,19.79,18.08
10/3/2021 5:49,698,13,49,46,0.936,0.245,144,62,22,19.79,18.09
10/3/2021 6:04,698,13,57,52,0.917,0.28,66,31,10,19.79,18.16
10/3/2021 6:19,698,13,49,46,0.946,0.243,0,0,0,19.79,18.16
10/3/2021 6:34,698,13,48,42,0.877,0.237,0,0,0,19.79,18.16
10/3/2021 6:49,698,13,47,42,0.903,0.23,0,0,0,19.79,18.16
10/3/2021 7:04,698,13,46,40,0.872,0.225,0,0,0,19.79,18.16
10/3/2021 7:19,698,13,45,41,0.902,0.222,0,0,0,19.79,18.16
10/3/2021 7:34,698,13,53,46,0.869,0.26,0,0,0,19.79,18.16
10/3/2021 7:49,698,13,48,41,0.86,0.234,0,0,0,19.79,18.16
10/3/2021 8:04,698,13,49,40,0.815,0.237,0,0,0,19.79,18.16
10/3/2021 8:19,698,13,50,40,0.801,0.24,0,0,0,19.79,18.16
10/3/2021 8:34,698,13,44,38,0.865,0.213,0,0,0,19.79,18.16
10/3/2021 8:49,698,13,52,42,0.822,0.25,196,84,34,19.79,18.16
10/3/2021 9:04,698,13,70,61,0.881,0.343,1181,547,220,19.93,18.24
10/3/2021 9:19,698,13,70,61,0.862,0.344,323,12,118,19.93,18.24
10/3/2021 9:34,698,13,72,63,0.864,0.354,359,177,39,19.93,18.24
10/3/2021 9:49,698,13,68,59,0.866,0.335,0,0,0,19.93,18.24
10/3/2021 10:04,698,13,50,41,0.81,0.244,0,0,0,19.93,18.24
10/3/2021 10:19,698,13,50,40,0.792,0.242,0,0,0,19.93,18.24
10/3/2021 10:34,698,13,46,38,0.827,0.222,0,0,0,19.93,18.24
10/3/2021 10:49,698,13,44,36,0.824,0.213,0,0,0,19.93,18.24
10/3/2021 11:04,698,13,42,35,0.825,0.204,0,0,0,19.93,18.24
10/3/2021 11:19,698,13,44,35,0.808,0.211,172,129,1,19.94,18.26
10/3/2021 11:34,698,13,56,48,0.859,0.275,1112,748,63,20.09,18.28
10/3/2021 11:49,698,13,58,55,0.938,0.291,122,63,9,20.1,18.3
10/3/2021 12:04,698,13,45,42,0.935,0.226,0,0,0,20.1,18.3
10/3/2021 12:19,698,13,50,41,0.824,0.243,0,0,0,20.1,18.3
10/3/2021 12:34,698,13,44,37,0.849,0.214,0,0,0,20.1,18.3
10/3/2021 12:49,698,13,46,38,0.811,0.225,0,0,0,20.1,18.3
10/3/2021 13:04,698,13,46,37,0.807,0.22,0,0,0,20.1,18.3
10/3/2021 13:19,698,13,47,38,0.802,0.227,0,0,0,20.1,18.3
10/3/2021 13:34,698,13,45,36,0.797,0.216,0,0,0,20.1,18.3
10/3/2021 13:49,698,13,49,41,0.838,0.24,0,0,0,20.1,18.3
10/3/2021 14:04,698,13,41,36,0.876,0.204,0,0,0,20.1,18.3
10/3/2021 14:19,698,13,41,35,0.859,0.199,0,0,0,20.1,18.3
10/3/2021 14:34,698,13,46,36,0.797,0.22,50,24,1,20.11,18.35
10/3/2021 14:49,698,13,64,58,0.907,0.316,834,428,114,20.32,18.53
10/3/2021 15:04,698,13,61,58,0.943,0.306,96,34,20,20.42,18.53
10/3/2021 15:19,698,13,60,55,0.911,0.297,0,0,0,20.42,18.53
10/3/2021 15:34,698,13,48,46,0.96,0.239,0,0,0,20.42,18.53
10/3/2021 15:49,698,13,43,40,0.923,0.215,0,0,0,20.42,18.53
10/3/2021 16:04,698,13,45,40,0.891,0.221,0,0,0,20.42,18.53
10/3/2021 16:19,698,13,55,49,0.889,0.271,569,305,54,20.52,18.81
10/3/2021 16:34,698,13,66,59,0.907,0.324,168,77,42,20.7,18.82
10/3/2021 16:49,698,13,54,52,0.955,0.27,0,0,0,20.7,18.82
10/3/2021 17:04,698,13,49,46,0.941,0.244,0,0,0,20.7,18.83
10/3/2021 17:19,698,13,48,46,0.955,0.239,0,0,0,20.7,18.83
10/3/2021 17:34,698,13,50,49,0.979,0.253,0,0,0,20.7,18.83
10/3/2021 17:49,698,13,79,77,0.978,0.395,683,334,142,21,19.22
10/3/2021 18:04,698,13,67,69,1.026,0.341,240,123,34,21.13,19.61
10/3/2021 18:19,698,13,65,63,0.965,0.325,0,0,0,21.13,19.61
10/3/2021 18:34,698,13,59,56,0.942,0.294,0,0,0,21.13,19.61
10/3/2021 18:49,698,13,63,64,1.005,0.321,474,230,107,21.25,19.61
10/3/2021 19:04,698,13,91,93,1.02,0.463,1363,662,260,21.55,19.82
10/3/2021 19:19,698,13,87,85,0.98,0.438,1460,785,272,21.65,20.01
10/3/2021 19:34,698,13,88,87,0.994,0.442,389,251,7,21.71,20.65
10/3/2021 19:49,698,13,71,68,0.964,0.355,33,20,1,21.81,20.66
10/3/2021 20:04,698,13,84,85,1.007,0.427,394,235,42,21.91,20.75
10/3/2021 20:19,698,13,77,75,0.969,0.386,323,224,10,22.06,20.93
10/3/2021 20:34,698,13,82,81,0.983,0.413,117,52,17,22.14,20.93
10/3/2021 20:49,698,13,74,74,1.002,0.373,82,48,1,22.15,20.98
10/3/2021 21:04,698,13,77,76,0.982,0.389,402,259,40,22.28,20.98
10/3/2021 21:19,698,13,70,69,0.991,0.352,266,142,38,22.47,20.98
10/3/2021 21:34,698,13,85,84,0.992,0.428,561,310,54,22.59,21.23
10/3/2021 21:49,698,13,86,87,1.015,0.436,1162,536,213,22.88,21.27
10/3/2021 22:04,698,13,91,92,1.007,0.462,1230,603,233,23.08,21.72
10/3/2021 22:19,698,13,86,87,1.013,0.436,914,444,116,23.3,21.73
10/3/2021 22:34,698,13,91,91,1.002,0.46,872,490,88,23.41,21.81
10/3/2021 22:49,698,13,86,88,1.026,0.436,707,249,157,23.41,21.81
10/3/2021 23:04,698,13,76,76,1.011,0.382,0,0,0,23.42,21.81
10/3/2021 23:19,698,13,70,72,1.024,0.357,173,88,37,23.42,21.81
10/3/2021 23:34,698,13,72,73,1.014,0.364,93,47,7,23.42,22.3
10/3/2021 23:49,698,13,66,67,1.015,0.333,80,22,31,23.51,22.3
10/4/2021 0:04,698,13,71,71,1.007,0.358,224,72,40,23.67,22.4
10/4/2021 0:19,698,13,68,68,0.999,0.342,80,24,28,23.71,22.4
10/4/2021 0:34,698,13,71,68,0.954,0.356,40,19,0,23.71,22.4
10/4/2021 0:49,698,13,65,64,0.99,0.325,414,187,81,23.71,22.4
10/4/2021 1:04,698,13,86,83,0.959,0.432,1579,839,246,23.89,22.4
10/4/2021 1:19,698,13,81,80,0.979,0.409,971,507,129,24.05,22.44
10/4/2021 1:34,698,13,83,79,0.95,0.413,1246,738,100,24.16,22.48
10/4/2021 1:49,698,13,80,78,0.984,0.4,439,136,75,24.16,22.48
10/4/2021 2:04,698,13,80,77,0.959,0.4,412,133,125,24.16,22.48
10/4/2021 2:19,698,13,74,73,0.976,0.373,127,81,1,24.16,22.48
10/4/2021 2:34,698,13,70,66,0.936,0.349,22,10,4,24.16,22.48
10/4/2021 2:49,698,13,61,56,0.908,0.303,168,1,0,24.16,22.48
10/4/2021 3:04,698,13,70,66,0.936,0.35,332,173,18,24.24,22.48
10/4/2021 3:19,698,13,74,67,0.905,0.365,684,344,20,24.44,22.83
10/4/2021 3:34,698,13,78,72,0.925,0.388,791,529,51,24.59,22.83
10/4/2021 3:49,698,13,67,62,0.932,0.331,22,18,0,24.59,22.83
10/4/2021 4:04,698,13,74,68,0.931,0.365,173,120,1,24.72,23.18
10/4/2021 4:19,698,13,66,61,0.925,0.33,0,0,0,24.72,23.18
10/4/2021 4:34,698,13,63,58,0.92,0.312,411,272,31,24.85,23.18
10/4/2021 4:49,698,13,61,56,0.912,0.303,24,18,0,24.85,23.18
10/4/2021 5:04,698,13,59,54,0.922,0.292,69,48,0,24.85,23.18
10/4/2021 5:19,698,13,56,53,0.955,0.279,176,100,19,24.93,23.18
10/4/2021 5:34,698,13,57,54,0.955,0.285,0,0,0,24.93,23.18
10/4/2021 5:49,698,13,53,48,0.909,0.26,0,0,0,24.93,23.18
10/4/2021 6:04,698,13,48,44,0.916,0.235,0,0,0,24.93,23.18
10/4/2021 6:19,698,13,48,43,0.889,0.236,0,0,0,24.93,23.18
10/4/2021 6:34,698,13,54,45,0.843,0.263,0,0,0,24.93,23.18
10/4/2021 6:49,698,13,48,42,0.877,0.236,0,0,0,24.93,23.18
10/4/2021 7:04,698,13,49,42,0.86,0.239,0,0,0,24.93,23.18
10/4/2021 7:19,698,13,48,41,0.855,0.232,0,0,0,24.93,23.18
10/4/2021 7:34,698,13,49,41,0.838,0.238,0,0,0,24.93,23.18
10/4/2021 7:49,698,13,46,40,0.862,0.227,1,0,0,24.93,23.18
10/4/2021 8:04,698,13,56,49,0.878,0.275,0,0,0,24.93,23.18
10/4/2021 8:19,698,13,66,55,0.838,0.32,666,307,84,25.09,23.18
10/4/2021 8:34,698,13,72,61,0.849,0.351,442,249,18,25.14,23.18
10/4/2021 8:49,698,13,70,60,0.859,0.343,19,0,5,25.14,23.18
10/4/2021 9:04,698,13,56,49,0.882,0.273,0,0,0,25.14,23.18
10/4/2021 9:19,698,13,55,46,0.832,0.268,0,0,0,25.14,23.18
10/4/2021 9:34,698,13,54,43,0.795,0.263,0,0,0,25.14,23.18
10/4/2021 9:49,698,13,53,43,0.818,0.255,0,0,0,25.14,23.18
10/4/2021 10:04,698,13,56,48,0.848,0.274,0,0,0,25.14,23.18
10/4/2021 10:19,698,13,57,47,0.828,0.278,0,0,0,25.14,23.18
10/4/2021 10:34,698,13,63,52,0.83,0.305,395,216,53,25.16,23.23
10/4/2021 10:49,698,13,52,46,0.869,0.257,0,0,0,25.16,23.23
10/4/2021 11:04,698,13,50,42,0.846,0.243,0,0,0,25.16,23.23
10/4/2021 11:19,698,13,53,43,0.818,0.255,0,0,0,25.16,23.24
10/4/2021 11:34,698,13,48,41,0.843,0.235,0,0,0,25.16,23.24
10/4/2021 11:49,698,13,52,44,0.849,0.252,0,0,0,25.16,23.24
10/4/2021 12:04,698,13,49,39,0.796,0.236,0,0,0,25.16,23.24
10/4/2021 12:19,698,13,50,40,0.796,0.243,0,0,0,25.16,23.24
10/4/2021 12:34,698,13,49,41,0.843,0.239,0,0,0,25.16,23.24
10/4/2021 12:49,698,13,49,40,0.819,0.235,0,0,0,25.16,23.24
10/4/2021 13:04,698,13,64,54,0.837,0.314,265,99,55,25.29,23.62
10/4/2021 13:19,698,13,64,56,0.874,0.313,0,0,0,25.29,23.62
10/4/2021 13:34,698,13,51,45,0.894,0.25,0,0,0,25.29,23.62
10/4/2021 13:49,698,13,48,43,0.901,0.236,0,0,0,25.29,23.63
10/4/2021 14:04,698,13,46,44,0.95,0.232,0,0,0,25.29,23.63
10/4/2021 14:19,698,13,48,41,0.857,0.235,0,0,0,25.29,23.63
10/4/2021 14:34,698,13,49,46,0.931,0.243,0,0,0,25.29,23.63
10/4/2021 14:49,698,13,53,48,0.905,0.264,142,26,65,25.48,23.63
10/4/2021 15:04,698,13,63,59,0.946,0.312,276,79,91,25.6,23.63
10/4/2021 15:19,698,13,66,61,0.925,0.329,0,0,0,25.61,23.63
10/4/2021 15:34,698,13,56,52,0.92,0.278,0,0,0,25.61,23.63
10/4/2021 15:49,698,13,50,44,0.881,0.244,0,0,0,25.61,23.63
10/4/2021 16:04,698,13,47,41,0.872,0.229,0,0,0,25.61,23.63
10/4/2021 16:19,698,13,49,41,0.838,0.239,302,156,41,25.64,23.73
10/4/2021 16:34,698,13,71,64,0.899,0.35,695,322,166,25.95,24.03
10/4/2021 16:49,698,13,74,67,0.907,0.366,307,163,51,26.11,24.04
10/4/2021 17:04,698,13,59,54,0.913,0.293,0,0,0,26.11,24.04
10/4/2021 17:19,698,13,55,51,0.933,0.274,0,0,0,26.11,24.04
10/4/2021 17:34,698,13,48,45,0.945,0.238,0,0,0,26.11,24.04
10/4/2021 17:49,698,13,50,48,0.95,0.25,0,0,0,26.11,24.04
10/4/2021 18:04,698,13,76,72,0.947,0.381,701,422,98,26.13,24.18
10/4/2021 18:19,698,13,78,75,0.959,0.389,1514,867,239,26.46,24.47
10/4/2021 18:34,698,13,80,77,0.959,0.403,114,45,13,26.53,24.47
10/4/2021 18:49,698,13,86,82,0.945,0.431,183,82,4,26.63,24.64
10/4/2021 19:04,698,13,76,74,0.978,0.38,227,116,29,26.7,24.72
10/4/2021 19:19,698,13,78,75,0.956,0.392,964,439,166,26.95,24.99
10/4/2021 19:34,698,13,93,92,0.983,0.469,686,260,140,27.16,25.21
10/4/2021 19:49,698,13,86,83,0.964,0.429,3,0,0,27.19,25.21
10/4/2021 20:04,698,13,78,76,0.978,0.392,155,84,14,27.23,25.22
10/4/2021 20:19,698,13,74,73,0.98,0.372,122,47,38,27.24,25.45
10/4/2021 20:34,698,13,69,67,0.982,0.345,18,8,2,27.24,25.45
10/4/2021 20:49,698,13,81,81,1.01,0.407,1197,425,206,27.36,25.58
10/4/2021 21:04,698,13,77,75,0.982,0.385,297,56,1,27.51,25.59
10/4/2021 21:19,698,13,81,80,0.98,0.409,487,231,52,27.73,25.77
10/4/2021 21:34,698,13,73,72,0.993,0.368,188,117,0,27.73,25.95
10/4/2021 21:49,698,13,73,70,0.957,0.364,96,51,10,27.91,26.17
10/4/2021 22:04,698,13,84,82,0.985,0.421,838,271,305,27.94,26.18
10/4/2021 22:19,698,13,83,81,0.984,0.415,2272,903,665,28.12,26.18
10/4/2021 22:34,698,13,89,90,1.015,0.45,1282,461,406,28.34,26.53
10/4/2021 22:49,698,13,91,91,1.004,0.458,1956,742,629,28.51,26.64
10/4/2021 23:04,698,13,86,86,1.001,0.436,852,321,208,28.69,26.82
10/4/2021 23:19,698,13,87,88,1.005,0.442,812,369,88,28.81,26.82
10/4/2021 23:34,698,13,87,87,0.994,0.439,703,321,68,28.89,26.88
10/4/2021 23:49,698,13,83,80,0.965,0.415,671,236,175,28.9,26.88
10/5/2021 0:04,698,13,73,70,0.95,0.366,13,0,0,28.9,26.88
10/5/2021 0:19,698,13,64,64,0.987,0.325,0,0,0,28.9,26.88
10/5/2021 0:34,698,13,56,55,0.979,0.282,0,0,0,28.9,26.88
10/5/2021 0:49,698,13,57,55,0.963,0.285,139,71,20,28.9,26.88
10/5/2021 1:04,698,13,59,54,0.905,0.293,0,0,0,28.9,26.88
10/5/2021 1:19,698,13,55,50,0.92,0.271,0,0,0,28.9,26.88
10/5/2021 1:34,698,13,76,68,0.901,0.374,484,267,52,29.11,27.08
10/5/2021 1:49,698,13,83,80,0.956,0.417,768,456,64,29.36,27.42
10/5/2021 2:04,698,13,73,68,0.937,0.364,295,108,77,29.52,27.42
10/5/2021 2:19,698,13,68,64,0.94,0.341,0,0,0,29.52,27.42
10/5/2021 2:34,698,13,64,60,0.943,0.318,0,0,0,29.52,27.42
10/5/2021 2:49,698,13,64,63,0.987,0.323,133,49,26,29.65,27.66
10/5/2021 3:04,698,13,57,54,0.954,0.283,0,0,0,29.65,27.66
10/5/2021 3:19,698,13,55,53,0.963,0.274,0,0,0,29.66,27.66
10/5/2021 3:34,698,13,61,62,1.018,0.308,171,72,33,29.8,27.72
10/5/2021 3:49,698,13,66,65,0.993,0.332,315,94,75,30.01,27.83
10/5/2021 4:04,698,13,56,56,0.997,0.282,0,0,0,30.01,27.83
10/5/2021 4:19,698,13,54,53,0.995,0.271,0,0,0,30.02,27.83
10/5/2021 4:34,698,13,60,57,0.95,0.302,232,77,53,30.02,27.86
10/5/2021 4:49,698,13,75,71,0.95,0.372,226,75,55,30.23,28.16
10/5/2021 5:04,698,13,63,60,0.946,0.314,0,0,0,30.24,28.16
10/5/2021 5:19,698,13,57,55,0.954,0.287,0,0,0,30.24,28.16
10/5/2021 5:34,698,13,62,60,0.966,0.309,814,319,210,30.41,28.26
10/5/2021 5:49,698,13,78,76,0.965,0.392,1856,785,512,30.56,28.64
10/5/2021 6:04,698,13,91,87,0.958,0.454,2411,937,770,30.57,28.65
10/5/2021 6:19,698,13,81,77,0.947,0.403,861,410,109,30.57,28.65
10/5/2021 6:34,698,13,78,73,0.935,0.386,248,62,59,30.57,28.65
10/5/2021 6:49,698,13,58,56,0.958,0.292,0,0,0,30.57,28.65
10/5/2021 7:04,698,13,49,44,0.902,0.243,0,0,0,30.57,28.65
10/5/2021 7:19,698,13,46,43,0.94,0.228,0,0,0,30.57,28.65
10/5/2021 7:34,698,13,46,42,0.924,0.226,0,0,0,30.57,28.65
10/5/2021 7:49,698,13,50,43,0.848,0.245,0,0,0,30.57,28.65
10/5/2021 8:04,698,13,47,38,0.816,0.228,0,0,0,30.57,28.65
10/5/2021 8:19,698,13,46,38,0.831,0.222,0,0,0,30.57,28.65
10/5/2021 8:34,698,13,45,39,0.857,0.22,0,0,0,30.57,28.65
10/5/2021 8:49,698,13,45,39,0.867,0.221,0,0,0,30.57,28.65
10/5/2021 9:04,698,13,44,38,0.857,0.215,0,0,0,30.57,28.65
10/5/2021 9:19,698,13,47,40,0.857,0.229,0,0,0,30.57,28.65
10/5/2021 9:34,698,13,46,40,0.862,0.226,0,0,0,30.57,28.65
10/5/2021 9:49,698,13,45,37,0.817,0.22,0,0,0,30.57,28.65
10/5/2021 10:04,698,13,54,44,0.825,0.261,48,9,14,30.57,28.65
10/5/2021 10:19,698,13,55,45,0.823,0.267,0,0,0,30.57,28.65
10/5/2021 10:34,698,13,53,43,0.817,0.254,0,0,0,30.57,28.65
10/5/2021 10:49,698,13,45,36,0.801,0.219,0,0,0,30.57,28.65
10/5/2021 11:04,698,13,45,35,0.787,0.215,243,122,48,30.57,28.65
10/5/2021 11:19,698,13,66,52,0.79,0.317,1310,639,266,30.72,28.65
10/5/2021 11:34,698,13,65,54,0.832,0.318,260,118,41,30.78,28.65
10/5/2021 11:49,698,13,59,51,0.867,0.287,0,0,0,30.78,28.65
10/5/2021 12:04,698,13,45,39,0.864,0.221,0,0,0,30.78,28.65
10/5/2021 12:19,698,13,45,38,0.854,0.22,0,0,0,30.78,28.65
10/5/2021 12:34,698,13,46,38,0.817,0.223,0,0,0,30.78,28.65
10/5/2021 12:49,698,13,46,37,0.812,0.221,0,0,0,30.78,28.65
10/5/2021 13:04,698,13,44,36,0.829,0.212,0,0,0,30.78,28.65
10/5/2021 13:19,698,13,46,36,0.776,0.22,0,0,0,30.78,28.65
10/5/2021 13:34,698,13,53,41,0.778,0.253,0,0,0,30.78,28.65
10/5/2021 13:49,698,13,55,44,0.795,0.267,0,0,0,30.78,28.65
10/5/2021 14:04,698,13,43,37,0.862,0.211,0,0,0,30.78,28.65
10/5/2021 14:19,698,13,45,37,0.824,0.217,0,0,0,30.79,28.65
10/5/2021 14:34,698,13,41,35,0.853,0.199,0,0,0,30.79,28.65
10/5/2021 14:49,698,13,43,37,0.851,0.211,0,0,0,30.79,28.65
10/5/2021 15:04,698,13,44,36,0.818,0.215,0,0,0,30.79,28.65
10/5/2021 15:19,698,13,48,38,0.782,0.231,427,210,92,30.79,28.65
10/5/2021 15:34,698,13,68,58,0.851,0.33,851,422,70,31.07,28.81
10/5/2021 15:49,698,13,66,59,0.888,0.326,48,15,4,31.07,28.81
10/5/2021 16:04,698,13,50,46,0.913,0.248,0,0,0,31.07,28.81
10/5/2021 16:19,698,13,47,43,0.906,0.234,0,0,0,31.08,28.83
10/5/2021 16:34,698,13,47,42,0.884,0.233,0,0,0,31.08,28.83
10/5/2021 16:49,698,13,45,40,0.893,0.223,0,0,0,31.08,28.83
10/5/2021 17:04,698,13,44,40,0.912,0.216,0,0,0,31.08,28.83
10/5/2021 17:19,698,13,45,40,0.888,0.224,12,10,0,31.08,28.83
10/5/2021 17:34,698,13,63,57,0.912,0.31,921,530,51,31.28,29.1
10/5/2021 17:49,698,13,63,60,0.95,0.313,6,0,0,31.38,29.11
10/5/2021 18:04,698,13,51,48,0.955,0.253,0,0,0,31.38,29.11
10/5/2021 18:19,698,13,48,46,0.975,0.238,0,0,0,31.38,29.11
10/5/2021 18:34,698,13,60,58,0.974,0.301,812,478,49,31.38,29.31
10/5/2021 18:49,698,13,80,80,0.999,0.402,1060,478,169,31.89,29.68
10/5/2021 19:04,698,13,78,78,0.993,0.394,885,334,336,32.18,29.8
10/5/2021 19:19,698,13,78,78,0.999,0.394,125,44,6,32.25,29.84
10/5/2021 19:34,698,13,70,71,1.021,0.354,137,37,53,32.3,29.88
10/5/2021 19:49,698,13,70,68,0.971,0.353,148,104,4,32.37,30.14
10/5/2021 20:04,698,13,75,76,1.017,0.378,292,146,55,32.46,30.14
10/5/2021 20:19,698,13,68,70,1.023,0.345,209,109,32,32.55,30.15
10/5/2021 20:34,698,13,70,71,1.013,0.355,348,180,38,32.67,30.29
10/5/2021 20:49,698,13,68,69,1.016,0.346,270,173,12,32.74,30.4
10/5/2021 21:04,698,13,80,82,1.023,0.408,595,379,37,32.79,30.57
10/5/2021 21:19,698,13,80,82,1.029,0.406,2561,1268,635,33.02,30.67
10/5/2021 21:34,698,13,98,102,1.042,0.499,2192,923,658,33.12,30.76
10/5/2021 21:49,698,13,92,94,1.026,0.465,1202,588,247,33.21,30.96
10/5/2021 22:04,698,13,91,92,1.005,0.461,2298,886,806,33.56,31.21
10/5/2021 22:19,698,13,102,104,1.022,0.517,2286,710,963,33.76,31.48
10/5/2021 22:34,698,13,93,95,1.017,0.473,2372,754,957,33.95,31.56
10/5/2021 22:49,698,13,86,90,1.036,0.439,1533,703,365,34.05,31.72
10/5/2021 23:04,698,13,96,102,1.061,0.49,1388,565,365,34.21,31.72
10/5/2021 23:19,698,13,82,85,1.029,0.419,0,0,0,34.22,31.72
10/5/2021 23:34,698,13,68,68,1.003,0.344,5,4,0,34.22,31.72
10/5/2021 23:49,698,13,71,72,1.014,0.362,523,186,149,34.37,31.72
10/6/2021 0:04,698,13,81,79,0.977,0.407,925,489,119,34.46,31.93
10/6/2021 0:19,698,13,74,73,0.991,0.372,310,55,116,34.52,31.93
10/6/2021 0:34,698,13,70,70,1.002,0.351,0,0,0,34.52,31.93
10/6/2021 0:49,698,13,69,68,0.985,0.347,117,57,23,34.52,31.93
10/6/2021 1:04,698,13,60,61,1.014,0.305,0,0,0,34.52,31.93
10/6/2021 1:19,698,13,65,65,0.999,0.328,425,209,62,34.7,32.15
10/6/2021 1:34,698,13,68,69,1.016,0.346,288,91,92,34.85,32.16
10/6/2021 1:49,698,13,65,65,0.999,0.326,0,0,0,34.85,32.16
10/6/2021 2:04,698,13,59,59,1.003,0.299,144,81,2,34.85,32.24
10/6/2021 2:19,698,13,59,62,1.062,0.301,1131,590,125,35.02,32.43
